"norm_tgf_control_1"	"norm_tgf_control_2"	"norm_tgf_control_3"	"norm_tgf_control_4"	"tgf_control_median averaged"	"norm_tgf_6h_1"	"norm_tgf_6h_2"	"norm_tgf_6h_3"	"norm_tgf_6h_4"	"tgf_6h_median averaged"	"norm_tgf_12h_1"	"norm_tgf_12h_2"	"norm_tgf_12h_3"	"norm_tgf_12h_4"	"tgf_12h_median averaged"	"norm_tgf_24h_1"	"norm_tgf_24h_2"	"norm_tgf_24h_3"	"norm_tgf_24h_4"	"tgf_24h_median averaged"	"norm_tgf_36h_1"	"norm_tgf_36h_2"	"norm_tgf_36h_3"	"norm_tgf_36h_4"	"tgf_36h_median averaged"	"norm_tgf_48h_1"	"norm_tgf_48h_2"	"norm_tgf_48h_3"	"norm_tgf_48h_4"	"tgf_48h_median averaged"	"ANOVA Significant"	"  -Log 10 ANOVA p value"	"PEP"	"Intensity"	"Peptides"	"Unique peptides"	"Protein IDs"	"Majority protein IDs"	"Protein names"	"Gene names"
-0.31	0.31	0.01	-0.01	0.00	0.43	0.47	0.19	-0.22	0.31	0.19	-0.13	-0.45	-0.62	-0.29	0.17	-0.57	0.03	0.39	0.10	-0.19	-0.33	0.90	1.08	0.35	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.41	2.44E-106	3941700000	14	14	"E7EUE1;P28288;F5GYC1;P28288-2;P28288-3"	"E7EUE1;P28288;F5GYC1;P28288-2"	"ATP-binding cassette sub-family D member 3"	"ABCD3"
0.34	-0.34	-0.06	0.06	0.00	1.30	1.27	0.77	0.33	1.02	1.08	1.33	0.85	0.01	0.96	2.05	1.59	2.20	2.91	2.12	0.64	1.53	1.03	0.71	0.87	1.30	1.29	1.71	1.33	1.32	"+"	4.27	2.69E-41	5917700000	5	5	"E7EUD0;Q9UBP4;F6SYF8;F8W7H2;E9PKW6;E9PHY3;E9PKK9"	"E7EUD0;Q9UBP4;F6SYF8;F8W7H2;E9PKW6"	"Dickkopf-related protein 3"	"DKK3"
0.11	-0.11	-0.13	0.13	0.00	-0.66	-0.02	-0.07	-0.29	-0.18	-0.59	0.01	-0.50	-0.22	-0.36	0.10	-0.09	0.85	0.58	0.34	-2.32	-1.31	-1.14	-1.81	-1.56	"NaN"	3.24	-0.09	0.09	0.09	"+"	2.51	0	29254000000	19	19	"E7EU96;P68400;Q5U5J2;P68400-2;REV__E7EP72"	"E7EU96;P68400;Q5U5J2;P68400-2"	"Casein kinase II subunit alpha"	"CSNK2A1"
-0.24	0.24	-0.17	0.17	0.00	1.44	0.86	-0.43	-0.72	0.21	-0.34	-0.38	-0.43	-0.43	-0.40	-1.37	-0.60	-0.43	-0.59	-0.59	-1.05	-0.97	-1.43	-1.30	-1.17	-0.07	0.39	-0.44	-0.03	-0.05	"+"	2.27	0	20120000000	25	24	"E7ETZ4;Q9Y6E2;Q75MG1;B5MCH7;B5MCE7;E7EMS9;E9PFD4;C9JF98;F8WDX8"	"E7ETZ4;Q9Y6E2;Q75MG1;B5MCH7;B5MCE7"	"Basic leucine zipper and W2 domain-containing protein 2"	"BZW2"
-0.25	0.25	1.33	-1.33	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	-0.32	-0.32	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	1.27E-26	1107500000	4	4	"E7ETU9;O00469;O00469-2;C9JXZ0;B3KWS3"	"E7ETU9;O00469;O00469-2;C9JXZ0"	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	"PLOD2"
-0.05	0.05	-0.34	0.34	0.00	1.37	"NaN"	"NaN"	"NaN"	1.37	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	2.38	"NaN"	2.38	"NaN"	0.09	"NaN"	0.41	0.25	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.47	2.83E-35	2324300000	8	8	"E7ETT4;E7EUY3;E7ETT1;P05166;E9PDR0;P05166-2;E7EX59;E9PEC3;C9JQS9;F8WBI9;E7ENC1;C9JVY9;H7C5C9"	"E7ETT4;E7EUY3;E7ETT1;P05166;E9PDR0;P05166-2;E7EX59;E9PEC3;C9JQS9;F8WBI9"	"Propionyl-CoA carboxylase beta chain, mitochondrial"	"PCCB"
0.19	-0.19	-0.07	0.07	0.00	0.07	0.09	-0.07	-0.42	0.00	0.06	0.01	0.01	-0.15	0.01	-0.69	-0.82	-0.39	-0.52	-0.60	-1.03	-1.10	-1.03	-0.78	-1.03	-0.79	-0.63	-0.72	-1.21	-0.75	"+"	6.35	0	33443000000	45	1	"E7ETA6"	"E7ETA6"		"PCM1"
-0.52	0.52	0.15	-0.15	0.00	0.64	0.60	0.40	0.04	0.50	0.42	0.20	0.07	0.10	0.15	0.64	1.12	0.18	-0.49	0.41	-0.14	0.64	0.78	0.23	0.43	0.98	0.99	0.22	0.76	0.87		0.54	3.10E-185	9170000000	10	10	"E7ET82;O95274"	"E7ET82;O95274"	"Ly6/PLAUR domain-containing protein 3"	"LYPD3"
0.26	-0.26	-0.09	0.09	0.00	0.07	"NaN"	-0.30	-0.08	-0.08	"NaN"	0.22	"NaN"	-0.47	-0.12	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	-0.67	-0.14	"NaN"	-0.29	-0.29		0.36	2.99E-26	1028800000	5	4	"E7ET48;F5H7C3;Q5T144"	"E7ET48;F5H7C3"		"AIM1L"
-1.17	1.17	0.03	-0.03	0.00	-0.90	0.71	-0.10	-0.04	-0.07	0.19	0.49	-0.22	-0.62	-0.01	-0.84	-1.14	-0.60	-0.65	-0.75	-0.97	0.31	0.78	0.42	0.36	1.00	0.39	0.69	1.20	0.84		1.28	2.40E-79	4630600000	12	12	"E7ET21;Q9NVC6;E9PM72;E9PJZ4;E9PKQ4;Q9NVC6-2"	"E7ET21;Q9NVC6;E9PM72;E9PJZ4"	"Mediator of RNA polymerase II transcription subunit 17"	"MED17"
0.85	-0.85	-0.22	0.22	0.00	1.63	"NaN"	"NaN"	"NaN"	1.63	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	1.38	1.52	"NaN"	1.45	0.33	0.56	"NaN"	1.47	0.56	0.55	0.23	-0.01	0.25	0.24		1.35	1.30E-16	1456700000	3	3	"E7ESS3;Q71RG4-2;Q71RG4;Q71RG4-3"	"E7ESS3;Q71RG4-2;Q71RG4"	"Transmembrane and ubiquitin-like domain-containing protein 2"	"TMUB2"
0.70	-0.70	0.18	-0.18	0.00	0.62	0.66	"NaN"	"NaN"	0.64	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	-0.18	0.12	-0.03	0.95	0.79	-0.49	-0.50	0.15		0.19	0	3084800000	87	0	"E7ESM9;G5E9D3;H0YA91"	"E7ESM9;G5E9D3"		"CAST"
-0.30	0.30	-0.51	0.51	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	-1.91	"NaN"	"NaN"	-1.91		0.00	4.29E-10	101920000	3	3	"E7ESG6;F5H0B5;Q92504;A2AAT0"	"E7ESG6;F5H0B5;Q92504;A2AAT0"	"Zinc transporter SLC39A7"	"SLC39A7"
0.02	-0.02	-0.83	0.83	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	1.88	0.36	0.46	0.46		0.75	5.90E-45	2933800000	10	6	"E7ESG3;Q96I15;H7C3V9;E7ESH3;H7C277;Q96I15-2;H7C1N7;H7C4A1;F8WCL3;F8WBU3"	"E7ESG3;Q96I15;H7C3V9;E7ESH3;H7C277;Q96I15-2"	"Selenocysteine lyase"	"SCLY"
0.00	0.00	0.42	-0.42	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	3.56E-05	496000000	1	1	"E7ESE8;H9KVA7;P06731"	"E7ESE8;H9KVA7;P06731"	"Carcinoembryonic antigen-related cell adhesion molecule 5"	"CEACAM5"
0.54	-0.54	-1.23	1.23	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	-1.88	"NaN"	"NaN"	-1.88	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	1.48E-08	136720000	3	3	"E7ES35;Q5R3I4;F8WBU8;A9UJP8"	"E7ES35;Q5R3I4"	"Tetratricopeptide repeat protein 38"	"TTC38"
-0.30	0.30	-0.12	0.12	0.00	"NaN"	0.79	-0.70	0.02	0.02	-0.11	-0.22	-0.08	0.09	-0.10	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	1.05	1.05	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.03	7.60E-19	905680000	4	3	"E7ERA9;Q71SY5-5;Q71SY5;Q71SY5-2;E7EP16;B5ME50;Q71SY5-4;E7EMY0;Q71SY5-3;B9TX33;B9TX31;B9TX30;Q86YD1-2"	"E7ERA9;Q71SY5-5;Q71SY5;Q71SY5-2;E7EP16;B5ME50;Q71SY5-4;E7EMY0;Q71SY5-3;B9TX33;B9TX31;B9TX30"	"Mediator of RNA polymerase II transcription subunit 25"	"MED25"
-0.09	0.09	0.90	-0.90	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	0.00014275	18854000	1	1	"E7ERA6"	"E7ERA6"	"RING finger protein 223"	"RNF223"
0.09	-0.09	0.15	-0.15	0.00	0.15	0.76	0.02	0.17	0.16	-0.29	-1.02	0.13	-0.74	-0.52	0.68	0.28	1.08	1.45	0.88	0.43	0.25	0.67	0.72	0.55	0.38	0.94	-0.13	0.37	0.37	"+"	2.65	1.52E-76	5317300000	15	15	"E7ER77;Q7Z2K6;B3KSB1;Q6ZMD3"	"E7ER77;Q7Z2K6"	"Endoplasmic reticulum metallopeptidase 1"	"ERMP1"
0.20	-0.20	-0.09	0.09	0.00	0.90	1.17	-0.22	0.08	0.49	0.17	0.12	-0.38	0.30	0.15	-0.89	"NaN"	-0.98	-1.46	-0.98	0.46	0.67	-0.43	-0.38	0.04	0.41	-0.18	0.28	-0.01	0.13	"+"	2.38	2.38E-173	8081700000	20	16	"E7ER32;Q969V6;B0QY83;B0QY84;B0QY74"	"E7ER32;Q969V6;B0QY83"	"MKL/myocardin-like protein 1"	"MKL1"
0.11	-0.11	0.06	-0.06	0.00	0.03	0.27	0.60	0.51	0.39	0.13	-0.01	"NaN"	-1.10	-0.01	"NaN"	"NaN"	2.94	"NaN"	2.94	0.59	0.74	0.82	0.80	0.77	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	2.19	2.07E-128	3985100000	7	7	"E7EQY8;Q9BRR6-2;Q9BRR6;Q9BRR6-4;Q9BRR6-3;H3BRS6;H3BU35;H7BXT5;Q9BRR6-5"	"E7EQY8;Q9BRR6-2;Q9BRR6;Q9BRR6-4;Q9BRR6-3"	"ADP-dependent glucokinase"	"ADPGK"
0.01	-0.01	0.02	-0.02	0.00	0.24	0.01	0.04	0.00	0.02	0.02	0.20	-0.33	-0.11	-0.05	0.00	-0.09	-0.28	-0.33	-0.18	-0.32	-0.26	-0.15	-0.14	-0.20	0.02	-0.10	-0.32	-0.87	-0.21		0.91	0	182000000000	78	5	"E7EQT4;Q9UKV3;Q9UKV3-3;Q9UKV3-2;G3V3T3"	"E7EQT4;Q9UKV3"	"Apoptotic chromatin condensation inducer in the nucleus"	"ACIN1"
-0.01	0.01	0.02	-0.02	0.00	-0.40	-0.48	-0.12	0.01	-0.26	-0.34	-0.08	-0.46	-0.17	-0.25	-0.36	-1.04	-0.36	-0.03	-0.36	-0.39	-0.66	-0.78	-1.48	-0.72	-1.14	-0.67	-0.57	-0.65	-0.66	"+"	2.11	5.73E-281	28471000000	20	18	"E7EQS0;P20839-3;C9JV30;P20839;P20839-2;P20839-4;C9J381;C9K0R9;C9J029;H7C5T1;H7C511"	"E7EQS0;P20839-3;C9JV30;P20839;P20839-2;P20839-4;C9J381;C9K0R9"	"Inosine-5-monophosphate dehydrogenase;Inosine-5-monophosphate dehydrogenase 1"	"IMPDH1"
0.54	-0.54	0.01	-0.01	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	0.95	"NaN"	"NaN"	"NaN"	0.95	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	-0.19	"NaN"	-0.19		0.00	3.01E-34	1273000000	7	7	"E7EQN6;F8W6D9;Q9GZR1-2;Q9GZR1;H0Y4F4;D6RG09;F5GZW5;D6RJH1;H0Y8Y8"	"E7EQN6;F8W6D9;Q9GZR1-2;Q9GZR1;H0Y4F4;D6RG09"	"Sentrin-specific protease 6"	"SENP6"
-0.07	0.07	-0.33	0.33	0.00	-0.02	0.23	0.19	-0.18	0.08	-0.19	0.28	-0.18	-0.03	-0.10	-0.10	-0.24	-0.06	-0.91	-0.17	-0.03	0.48	-0.33	-0.34	-0.18	-0.57	-0.30	-1.09	-0.95	-0.76		1.70	4.58E-261	60561000000	22	22	"E7EQ69;Q9GZZ1;C9J5D1;F8WB80;Q9GZZ1-2;B0AZT5;C9J5J3;C9JZU6;F8WCK0"	"E7EQ69;Q9GZZ1;C9J5D1;F8WB80;Q9GZZ1-2;B0AZT5"	"N-alpha-acetyltransferase 50"	"NAA50"
0.01	-0.01	0.04	-0.04	0.00	0.19	0.04	0.03	-0.01	0.04	0.16	-0.18	-0.01	-0.05	-0.03	-0.13	0.10	0.00	-0.17	-0.06	-0.12	0.09	-0.17	-0.23	-0.15	0.00	-0.22	-0.34	-0.41	-0.28		1.29	0	216000000000	97	1	"E7EPN9;Q9Y520-7;Q9Y520-2;H7C5N8;H0Y877;B4E3S2"	"E7EPN9;Q9Y520-7;Q9Y520-2"		"PRRC2C"
0.79	-0.79	-0.27	0.27	0.00	"NaN"	"NaN"	"NaN"	-0.87	-0.87	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	2.07E-05	150440000	2	2	"E7EPN6;P55347-2;H0YL24;P55347;H0YMX0;H0YKV5;H0YLD9"	"E7EPN6;P55347-2;H0YL24;P55347;H0YMX0;H0YKV5;H0YLD9"	"Homeobox protein PKNOX1"	"PKNOX1"
-0.01	0.01	-0.21	0.21	0.00	0.31	0.91	0.36	0.35	0.36	1.26	1.85	0.78	0.89	1.07	1.14	"NaN"	1.10	0.44	1.10	2.62	3.23	1.46	3.21	2.91	1.35	1.43	1.48	1.52	1.45	"+"	5.23	4.68E-131	8393100000	9	9	"E7EPD5;P48436;A6PVD3;B4DV62;P57073;P56693;H0Y5N4"	"E7EPD5;P48436"	"Transcription factor SOX-9"	"SOX9"
0.82	-0.82	-0.16	0.16	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	0.62	"NaN"	0.62	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	5.57E-32	710290000	7	6	"E7ENW2;Q13191;Q13191-3;B5MC15;Q13191-2;Q68CY2;E9PHA9"	"E7ENW2;Q13191;Q13191-3;B5MC15;Q13191-2;Q68CY2"	"E3 ubiquitin-protein ligase CBL-B"	"CBLB;DKFZp779A0729"
0.14	-0.14	0.02	-0.02	0.00	-0.02	-0.05	-0.04	0.03	-0.03	-0.21	-0.52	-0.40	-0.28	-0.34	-0.33	-0.30	-0.67	-0.76	-0.50	"NaN"	-0.03	0.93	1.08	0.93	-0.42	-1.10	-1.93	-0.92	-1.01	"+"	3.76	8.24E-243	5066600000	28	28	"E7ENT4;Q8NEV8-2;Q8NEV8;E9PC93;E9PPH6;F5GXG5;E7EN83;E9PIT1"	"E7ENT4;Q8NEV8-2;Q8NEV8;E9PC93;E9PPH6;F5GXG5"	"Exophilin-5"	"EXPH5"
-0.91	0.91	0.68	-0.68	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	0.92	1.17	1.04	"NaN"	1.16	"NaN"	"NaN"	1.16		0.68	1.17E-20	1473700000	5	5	"E7ENL7;Q8WVT3;H7C2F7;H7C1E5;H7C373"	"E7ENL7;Q8WVT3"	"Trafficking protein particle complex subunit 12"	"TRAPPC12"
0.07	-0.07	0.20	-0.20	0.00	-0.03	0.03	-0.35	-0.21	-0.12	-0.26	-0.17	-0.15	0.12	-0.16	-0.61	-0.83	-0.36	-0.28	-0.49	0.05	0.02	0.25	0.40	0.15	1.20	0.40	1.44	-0.07	0.80	"+"	2.82	8.75E-284	11799000000	17	17	"E7ENF1;Q96C57;F5H7W8;H0YGK4;F6TFQ5;G5EA44;F5H3K2;F5H8B7;H0YF83"	"E7ENF1;Q96C57;F5H7W8;H0YGK4;F6TFQ5;G5EA44;F5H3K2;F5H8B7"	"Uncharacterized protein C12orf43"	"C12orf43"
0.00	0.00	0.37	-0.37	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	-0.13	"NaN"	0.82	"NaN"	0.34		0.39	2.44E-07	77068000	3	3	"E7ENE9;A5PL33-3;A5PL33-2;A5PL33;H7C501;C9J5U6"	"E7ENE9;A5PL33-3;A5PL33-2;A5PL33;H7C501"	"Protein KRBA1"	"KRBA1"
-0.31	0.31	0.20	-0.20	0.00	-0.54	-0.64	-0.45	"NaN"	-0.54	0.64	"NaN"	2.03	"NaN"	1.33	"NaN"	"NaN"	"NaN"	-1.06	-1.06	0.82	0.65	2.48	2.16	1.49	"NaN"	0.42	1.17	0.79	0.79	"+"	2.25	5.50E-54	7423800000	7	7	"E7ENA9;Q92542-2;Q92542;F6Y097;H0Y6T7;E9PC09;Q5T205;H0Y3Z4;Q5T209"	"E7ENA9;Q92542-2;Q92542;F6Y097;H0Y6T7;E9PC09;Q5T205;H0Y3Z4"	"Nicastrin"	"NCSTN"
0.12	-0.12	-1.14	1.14	0.00	0.07	0.09	"NaN"	1.94	0.09	"NaN"	"NaN"	"NaN"	1.92	1.92	"NaN"	0.10	"NaN"	"NaN"	0.10	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	0.81	1.39	-0.17	"NaN"	0.81		0.25	2.23E-141	1986100000	13	13	"E7EN22;E7ETS0;E7EST9;E9PEG8;O94966-4;O94966-3;B5MEG5;E7ESU0;O94966;C9J8M4;O94966-2;E7EM45"	"E7EN22;E7ETS0;E7EST9;E9PEG8;O94966-4;O94966-3;B5MEG5;E7ESU0;O94966"	"Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 19"	"USP19"
0.17	-0.17	-0.09	0.09	0.00	-0.37	-0.21	0.06	-0.15	-0.18	0.34	0.11	0.17	0.08	0.14	0.13	-0.24	-0.60	-0.48	-0.36	-0.02	0.33	0.02	0.09	0.06	-0.31	-0.43	-0.43	-0.71	-0.43	"+"	2.91	0	47431000000	74	70	"E7EMZ9;H7BXY4;O95359-3;E9PBC6;O95359;O95359-6;O95359-1;O95359-5;D6RAA5;Q4VXL8;Q4VXL4;O95359-2;E9PGB3;H0Y911;H0Y9C3;H0Y8P9;H0YA73;H0Y9Y7"	"E7EMZ9;H7BXY4;O95359-3;E9PBC6;O95359;O95359-6;O95359-1;O95359-5;D6RAA5;Q4VXL8;Q4VXL4;O95359-2"	"Transforming acidic coiled-coil-containing protein 2"	"TACC2"
1.26	-1.26	-0.48	0.48	0.00	"NaN"	"NaN"	0.63	"NaN"	0.63	0.29	-0.01	"NaN"	"NaN"	0.14	-0.23	-0.38	"NaN"	-0.23	-0.23	-0.45	-0.29	0.85	0.52	0.12	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.06	5.80E-22	938560000	6	6	"E7EMD6;O43572"	"E7EMD6;O43572"	"A-kinase anchor protein 10, mitochondrial"	"AKAP10"
0.68	-0.68	-0.62	0.62	0.00	-0.53	"NaN"	"NaN"	"NaN"	-0.53	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	5.87E-08	437230000	3	3	"E7EM93;Q9BQG2"	"E7EM93;Q9BQG2"	"Peroxisomal NADH pyrophosphatase NUDT12"	"NUDT12"
-0.58	0.58	-0.18	0.18	0.00	-0.47	-0.25	0.06	0.84	-0.09	0.28	0.12	0.05	0.25	0.18	1.73	1.63	3.48	2.65	2.19	-0.33	-0.53	0.83	"NaN"	-0.33	"NaN"	"NaN"	0.53	"NaN"	0.53	"+"	3.65	1.53E-77	6938000000	7	7	"E7EM64;Q7L5N1;H7C3T0"	"E7EM64;Q7L5N1"	"COP9 signalosome complex subunit 6"	"COPS6"
0.06	-0.06	0.36	-0.36	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	1.25E-16	547990000	4	4	"E5RK48;Q8IZV5"	"E5RK48;Q8IZV5"	"Retinol dehydrogenase 10"	"RDH10"
-0.19	0.19	-0.41	0.41	0.00	"NaN"	0.56	"NaN"	"NaN"	0.56	0.70	"NaN"	"NaN"	"NaN"	0.70	-0.17	"NaN"	"NaN"	"NaN"	-0.17	0.02	"NaN"	1.14	"NaN"	0.58	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.59	6.60E-36	1640100000	9	9	"E5RJS5;Q15390;H0YBZ4;E7EP84;E5RIB6;H7C5V5;H0YF01"	"E5RJS5;Q15390;H0YBZ4;E7EP84"	"Mitochondrial fission regulator 1"	"MTFR1"
-0.30	0.30	0.07	-0.07	0.00	-0.07	0.53	-0.01	0.09	0.04	-0.55	-0.39	0.17	-0.61	-0.47	-0.24	-1.01	0.01	-0.44	-0.34	-0.90	-0.34	0.67	0.17	-0.08	0.73	0.43	1.07	-1.20	0.58		0.29	1.71E-172	17699000000	36	30	"E5RJ68;O00203;F5GXG9;F5H093;H0YBD0"	"E5RJ68;O00203;F5GXG9;F5H093"	"AP-3 complex subunit beta-1"	"AP3B1"
0.23	-0.23	0.11	-0.11	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	2.47	0.76	0.06	-0.18	0.41		0.61	5.00E-10	1785900000	3	3	"E5RJ08;E5RHM5;E5RFN2;E5RII1;Q9BUK0;Q9BUK0-2"	"E5RJ08;E5RHM5;E5RFN2;E5RII1;Q9BUK0;Q9BUK0-2"	"Coiled-coil-helix-coiled-coil-helix domain-containing protein 7"	"CHCHD7"
0.54	-0.54	-0.43	0.43	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	1.27	-0.55	-0.08	-0.08		0.14	8.13E-96	1057400000	1	1	"E5RIQ5;Q9BX73-2;Q9BX73"	"E5RIQ5;Q9BX73-2;Q9BX73"	"TM2 domain-containing protein 2"	"TM2D2"
0.12	-0.12	-0.05	0.05	0.00	-0.15	-0.03	-0.30	"NaN"	-0.15	0.43	-0.15	0.76	"NaN"	0.43	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	0.74	0.74	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.91	1.02E-84	1993400000	8	8	"E5RIH5;E5RIZ0;Q6NXR4;E5RH83;E5RHM7"	"E5RIH5;E5RIZ0;Q6NXR4;E5RH83;E5RHM7"	"TELO2-interacting protein 2"	"TTI2"
0.07	-0.07	-0.26	0.26	0.00	-1.16	"NaN"	"NaN"	"NaN"	-1.16	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	7.15E-23	960040000	5	5	"E5RI53;H0YAW7;E5RFH6;B4E1M2;E5RFU2;P34913"	"E5RI53;H0YAW7;E5RFH6;B4E1M2;E5RFU2;P34913"	"Bifunctional epoxide hydrolase 2;Cytosolic epoxide hydrolase 2;Lipid-phosphate phosphatase"	"EPHX2"
-0.07	0.07	0.06	-0.06	0.00	-0.42	-0.21	-0.22	-0.11	-0.21	0.22	0.23	-0.22	0.09	0.15	0.27	0.23	0.31	0.26	0.27	-0.21	-0.32	-0.13	-0.17	-0.19	0.09	1.03	-0.38	0.67	0.38		1.43	0	65340000000	10	10	"E5RHG8;Q15369;E5RGD9;E5RJ89"	"E5RHG8;Q15369;E5RGD9;E5RJ89"	"Transcription elongation factor B polypeptide 1"	"TCEB1"
0.82	-0.82	0.34	-0.34	0.00	"NaN"	"NaN"	"NaN"	-0.19	-0.19	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	1.51E-33	604160000	1	1	"E5RH95;E5RIR7;E5RHH2;E5RI43;E9PF32"	"E5RH95;E5RIR7;E5RHH2;E5RI43;E9PF32"		"DENND3"
-0.44	0.44	0.27	-0.27	0.00	-0.04	0.38	0.21	-0.63	0.08	0.52	0.90	-0.22	0.20	0.36	0.29	0.37	0.58	"NaN"	0.37	"NaN"	"NaN"	"NaN"	1.60	1.60	-0.77	0.27	0.00	-0.94	-0.38		0.72	3.85E-41	5617500000	5	5	"E5RGQ3;A8MT24;Q9H446;E5RGS5"	"E5RGQ3;A8MT24;Q9H446"	"RWD domain-containing protein 1"	"RWDD1"
